NI RH RM RS V DG DM DS
834 2 11 1 + 37 39 58
835 2 9 25 - 10 8 7
836 2 10 25 - 22 3 18
837 2 10 16 - 22 25 53
838 2 9 38 - 10 8 45
839 2 9 43 - 10 11 0
840 2 10 16 + 7 50 45
841 2 11 17 + 37 29 51
842 2 9 51 - 7 45 45
843 2 11 8 + 32 5 54
844 2 10 14 + 6 3 0
845 2 12 20 + 37 28 39
846 2 12 12 + 44 34 5
847 2 12 12 + 44 34 5
848 2 10 17 - 10 19 14
849 2 10 11 - 22 19 23
850 2 11 14 - 1 29 6
851 2 11 12 + 3 46 47
852 2 8 55 - 56 44 12
853 2 11 41 - 9 18 19
854 2 11 31 - 35 50 8
855 2 14 4 + 27 52 40
856 2 13 38 - 0 43 0
857 2 12 37 - 31 56 40
858 2 12 30 - 22 28 17
858 2 12 34 - 22 28 10
859 2 13 38 - 0 43 0
860 2 15 0 + 30 46 46
861 2 15 51 + 35 54 50
862 2 13 3 - 42 2 1
863 2 14 34 - 0 45 58
864 2 15 28 + 6 0 7
865 2 16 15 + 28 36 3
866 2 14 34 - 0 45 58
867 2 17 5 + 1 14 41
868 2 15 59 - 0 42 46
869 2 19 4 + 57 8 6
870 2 17 9 + 14 31 22
871 2 17 11 + 14 32 51
872 2 15 25 - 17 46 55
873 2 16 32 - 11 20 55
874 2 16 2 - 23 18 21
875 2 17 5 + 1 14 41
876 2 17 53 + 14 31 16
877 2 17 60 + 14 32 38
878 2 17 54 - 23 23 4
879 2 16 51 - 8 57 49
880 2 18 27 - 4 12 19
881 2 18 45 - 6 38 22
882 2 19 40 + 15 48 53
883 2 19 5 - 6 47 26
884 2 22 5 + 57 7 48
885 2 14 34 - 0 45 58
886 2 23 28 + 63 46 16
887 2 19 33 - 16 4 9
888 2 17 27 - 59 51 38
889 2 19 7 - 41 44 57
890 2 22 1 + 33 15 59
891 2 22 33 + 42 20 50
892 2 20 52 - 23 6 49
893 2 19 58 - 41 24 10
894 2 21 35 - 5 30 35
895 2 21 37 - 5 31 16
896 2 25 28 + 62 1 10
897 2 21 6 - 33 43 15
898 2 23 20 + 41 57 6
899 2 21 53 - 20 49 23
900 2 23 32 + 26 30 43
901 2 23 34 + 26 33 24
902 2 22 22 - 16 40 44
903 2 24 1 + 27 21 25
904 2 24 6 + 27 20 35
905 2 22 44 - 8 43 7
906 2 25 16 + 42 5 25
907 2 23 2 - 20 42 41
908 2 23 5 - 21 14 0
909 2 25 23 + 42 2 10
910 2 25 27 + 41 49 27
911 2 25 42 + 41 57 24
912 2 25 43 + 41 46 41
913 2 25 45 + 41 47 57
914 2 26 5 + 42 8 41
915 2 25 46 + 27 13 18
916 2 25 48 + 27 14 35
917 2 26 8 + 31 54 44
918 2 25 51 + 18 29 45
919 2 26 17 + 27 12 41
920 2 27 52 + 45 56 49
921 2 26 34 - 15 50 51
922 2 25 4 - 24 47 21
923 2 27 35 + 41 58 41
924 2 26 47 + 20 29 50
925 2 27 17 + 33 34 44
926 2 26 7 - 0 19 57
927 2 26 37 + 12 9 19
928 2 27 41 + 27 13 15
929 2 27 18 - 12 5 14
930 2 27 57 + 20 20 33
931 2 28 15 + 31 18 40
932 2 27 55 + 20 19 59
933 2 29 17 + 45 54 43
934 2 27 33 - 0 14 39
935 2 28 11 + 19 35 57
936 2 27 38 - 1 9 23
937 2 29 28 + 42 14 59
938 2 28 34 + 20 17 2
939 2 26 21 - 44 26 47
940 2 29 27 + 31 38 29
941 2 28 28 - 1 9 4
942 2 29 10 - 10 50 8
943 2 29 10 - 10 49 41
944 2 26 42 - 14 30 57
945 2 28 37 - 10 32 20
946 2 30 38 + 42 13 59
947 2 28 33 - 19 2 32
948 2 28 45 - 10 30 50
949 2 30 49 + 37 8 9
950 2 29 12 - 11 1 30
951 2 28 57 - 22 20 57
952 2 31 18 + 34 44 54
953 2 31 10 + 29 35 20
954 2 28 52 - 41 24 9
955 2 30 33 - 1 6 30
956 2 32 15 + 44 38 48
957 2 33 21 + 57 33 36
958 2 30 43 - 2 56 27
959 2 32 24 + 35 29 42
960 2 31 41 - 9 18 1
961 2 41 2 - 6 56 8
962 2 32 40 + 28 4 15
963 2 30 31 - 4 12 56
964 2 31 6 - 36 2 5
965 2 32 25 - 18 38 25
966 2 31 47 - 19 52 54
967 2 32 13 - 17 12 59
968 2 34 6 + 34 28 50
969 2 34 8 + 32 56 47
970 2 34 12 + 32 58 35
971 2 34 16 + 32 58 45
972 2 34 13 + 29 18 37
973 2 34 20 + 32 30 20
974 2 34 26 + 32 57 18
975 2 33 23 + 9 36 7
976 2 33 60 + 20 58 38
977 2 33 3 - 10 45 34
978 2 34 47 + 32 50 42
978 2 34 47 + 32 50 42
978 2 34 48 + 32 50 33
979 2 31 39 - 44 31 27
980 2 35 19 + 40 55 37
981 2 32 60 - 10 58 25
982 2 35 25 + 40 52 10
983 2 38 56 + 34 37 19
984 2 34 43 + 23 24 49
985 2 34 37 - 8 47 6
986 2 33 34 - 39 2 45
986 2 32 42 - 39 17 43
987 2 36 50 + 33 19 38
988 2 35 27 - 9 21 18
989 2 33 46 - 16 30 41
990 2 36 18 + 11 38 32
991 2 35 33 - 7 9 18
992 2 37 26 + 21 6 1
993 2 36 46 + 2 3 1
994 2 36 46 + 2 3 1
995 2 38 32 + 41 31 44
996 2 38 40 + 41 38 50
997 2 37 14 + 7 18 22
998 2 37 17 + 7 20 9
999 2 38 47 + 41 40 16
1000 2 38 50 + 41 27 37
1001 2 39 13 + 41 40 18
1002 2 38 56 + 34 37 19
1003 2 39 17 + 40 52 22
1004 2 37 42 + 1 58 32
1005 2 39 28 + 41 29 36
1006 2 37 35 - 11 1 31
1007 2 37 52 + 2 9 20
1008 2 37 55 + 2 4 49
1009 2 38 19 + 2 18 36
1010 2 37 35 - 11 1 31
1011 2 37 39 - 11 0 18
1012 2 39 15 + 30 9 5
1013 2 37 50 - 11 30 24
1014 2 38 1 - 9 34 19
1015 2 38 12 - 1 19 6
1016 2 38 20 + 2 7 9
1017 2 37 50 - 11 0 38
1018 2 38 10 - 9 32 39
1019 2 38 27 + 1 54 29
1020 2 38 44 + 2 13 52
1021 2 38 48 + 2 13 2
1022 2 38 33 - 6 40 39
1023 2 40 24 + 39 3 48
1023 2 40 37 + 39 3 37
1024 2 39 12 + 10 50 52
1025 2 36 20 - 54 51 49
1026 2 39 19 + 6 32 40
1027 2 42 36 + 61 35 42
1028 2 39 37 + 10 50 36
1029 2 39 36 + 10 47 36
1030 2 39 51 + 18 1 26
1031 2 36 39 - 54 51 32
1032 2 39 24 + 1 5 38
1033 2 40 16 - 8 46 35
1034 2 38 14 - 15 48 33
1035 2 39 29 - 8 7 57
1036 2 40 29 + 19 17 49
1037 2 39 58 - 1 44 3
1038 2 40 6 + 1 30 34
1039 2 42 5 + 42 45 42
1040 2 43 13 + 41 30 1
1040 2 43 12 + 41 30 54
1041 2 40 25 - 5 26 24
1042 2 40 24 - 8 26 3
1043 2 40 47 + 1 20 35
1044 2 41 6 + 8 44 19
1045 2 40 29 - 11 16 40
1046 2 41 13 + 8 43 12
1047 2 40 33 - 8 8 50
1048 2 40 38 - 8 32 1
1048 2 40 36 - 8 32 52
1048 2 40 38 - 8 32 1
1049 2 39 48 - 34 15 30
1050 2 42 36 + 34 45 51
1051 2 41 2 - 6 56 8
1052 2 41 5 - 8 15 17
1053 2 43 13 + 41 30 1
1053 2 43 12 + 41 30 54
1054 2 42 16 + 18 13 3
1055 2 41 45 + 0 26 34
1056 2 42 48 + 28 34 28
1057 2 43 3 + 32 29 30
1058 2 43 30 + 37 20 29
1059 2 42 36 + 17 59 46
1060 2 43 15 + 32 25 29
1061 2 43 16 + 32 28 2
1062 2 43 24 + 32 27 45
1063 2 42 10 - 5 34 6
1064 2 42 23 - 9 21 46
1065 2 42 6 - 15 5 30
1066 2 43 50 + 32 28 32
1067 2 43 51 + 32 30 42
1068 2 42 41 - 0 0 46
1069 2 42 60 - 8 17 20
1070 2 43 22 + 4 58 7
1071 2 43 8 - 8 46 27
1072 2 43 31 + 0 18 25
1073 2 43 40 + 1 22 34
1074 2 43 36 - 16 17 49
1075 2 43 34 - 16 12 4
1076 2 43 29 - 14 45 18
1077 2 46 1 + 40 5 24
1077 2 46 3 + 40 5 36
1078 2 44 8 - 9 27 7
1079 2 43 45 - 29 0 10
1080 2 45 10 - 4 42 39
1081 2 45 5 - 15 35 15
1082 2 45 41 - 8 10 48
1082 2 45 43 - 8 10 59
1083 2 45 41 - 15 21 26
1084 2 45 60 - 7 34 40
1085 2 46 25 + 3 36 28
1086 2 47 56 + 41 14 48
1087 2 46 25 - 0 29 57
1088 2 47 4 + 16 12 1
1089 2 46 10 - 15 4 25
1090 2 46 34 - 0 14 52
1091 2 45 22 - 17 32 0
1092 2 45 30 - 17 32 33
1093 2 48 16 + 34 25 12
1094 2 47 28 - 0 17 7
1095 2 47 38 + 4 38 17
1096 2 43 49 - 59 54 50
1097 2 46 10 - 30 13 43
1097 2 46 20 - 30 16 32
1098 2 44 54 - 17 39 34
1099 2 45 18 - 17 42 31
1100 2 45 36 - 17 41 19
1101 2 48 15 + 4 34 43
1102 2 47 13 - 22 12 32
1103 2 48 6 - 13 57 34
1104 2 48 39 - 0 16 17
1105 2 43 42 - 15 42 21
1106 2 50 41 + 41 40 20
1107 2 49 20 + 8 5 36
1108 2 48 39 - 7 57 2
1109 2 47 44 + 13 15 20
1110 2 49 9 - 7 50 17
1111 2 48 39 + 13 15 33
1112 2 49 0 + 13 13 25
1113 2 49 5 + 13 18 27
1114 2 49 7 - 16 59 38
1115 2 50 25 + 13 16 1
1116 2 50 36 + 13 20 6
1117 2 51 13 + 13 11 9
1117 2 51 14 + 13 11 16
1117 2 51 13 + 13 11 33
1118 2 49 59 - 12 9 50
1119 2 48 17 - 17 59 17
1120 2 49 4 - 14 28 13
1121 2 50 39 - 1 44 3
1122 2 52 51 + 42 12 19
1123 2 52 51 + 42 12 19
1124 2 51 36 - 25 42 5
1125 2 51 40 - 16 39 3
1126 2 52 19 - 1 17 47
1127 2 52 52 + 13 15 25
1128 2 57 42 + 6 1 36
1128 2 57 42 + 6 1 21
1129 2 54 27 + 41 34 47
1130 2 54 25 + 41 36 22
1131 2 54 34 + 41 33 33
1132 2 52 52 - 1 16 28
1133 2 52 42 - 8 48 16
1134 2 53 41 + 13 0 53
1135 2 50 47 - 54 55 46
1136 2 50 54 - 54 58 34
1137 2 54 3 + 2 57 43
1138 2 56 36 + 43 2 50
1139 2 52 47 - 14 31 44
1140 2 54 34 - 10 1 41
1141 2 55 10 - 0 10 41
1142 2 55 12 - 0 11 2
1143 2 55 10 - 0 10 41
1144 2 55 12 - 0 11 2
1145 2 54 33 - 18 38 9
1146 2 57 41 + 46 25 3
1147 2 55 9 - 9 7 11
1148 2 57 4 - 7 41 8
1149 2 57 24 - 0 18 32
1150 2 57 1 - 15 2 55
1151 2 57 5 - 15 0 48
1152 2 57 34 - 7 45 35
1153 2 58 10 + 3 21 43
1154 2 58 8 - 10 21 49
1155 2 58 13 - 10 21 1
1156 2 59 42 + 25 14 14
1157 2 58 7 - 15 7 5
1158 2 57 11 - 14 23 42
1159 3 0 46 + 43 9 46
1160 3 1 13 + 44 57 20
1161 3 1 14 + 44 53 51
1162 2 58 56 - 12 23 54
1163 3 0 22 - 17 9 10
1164 3 1 60 + 42 35 8
1165 2 58 48 - 32 5 58
1166 3 0 35 + 11 50 34
1167 3 1 42 + 35 12 21
1168 3 0 47 + 11 46 20
1169 3 3 35 + 46 23 11
1170 3 2 27 + 27 4 22
1171 3 3 59 + 43 23 52
1172 3 1 36 - 14 50 12
1173 3 3 58 + 42 23 1
1174 3 5 31 + 42 50 8
1175 3 4 32 + 42 20 25
1176 3 4 35 + 42 23 38
1177 3 4 37 + 42 21 46
1178 3 4 39 + 42 18 51
1179 3 2 39 - 18 53 52
1180 3 1 51 - 15 1 49
1181 3 1 43 - 15 3 10
1182 3 3 28 - 9 40 14
1183 3 4 46 + 42 22 10
1184 3 16 45 + 80 47 35
1185 3 2 59 - 9 7 59
1186 3 5 31 + 42 50 8
1187 3 2 38 - 22 52 2
1188 3 3 43 - 15 29 5
1189 3 3 24 - 15 37 23
1190 3 3 26 - 15 39 44
1191 3 3 31 - 15 41 8
1192 3 3 35 - 15 40 44
1193 3 5 55 + 44 23 0
1194 3 3 49 - 1 6 12
1195 3 3 33 - 12 2 21
1196 3 3 35 - 12 4 33
1197 3 6 14 + 44 3 40
1198 3 6 13 + 41 50 56
1199 3 3 38 - 15 36 48
1200 3 3 55 - 11 59 29
1201 3 4 8 - 26 4 8
1202 3 5 2 - 6 29 31
1203 3 5 14 - 14 22 51
1203 3 5 14 - 14 22 38
1204 3 4 40 - 12 20 30
1205 3 3 28 - 9 40 14
1206 3 6 10 - 8 49 58
1207 3 8 15 + 38 22 56
1208 3 6 12 - 9 32 27
1209 3 6 3 - 15 36 40
1210 3 6 45 - 25 42 59
1211 3 6 52 - 0 47 39
1212 3 9 42 + 40 53 35
1213 3 9 17 + 38 38 57
1214 3 6 56 - 9 32 39
1215 3 7 10 - 9 35 34
1216 3 7 19 - 9 36 45
1217 3 6 6 - 39 2 9
1217 3 6 6 - 39 1 14
1218 3 8 26 + 4 6 41
1219 3 8 28 + 2 6 29
1220 3 11 41 + 53 20 53
1221 3 8 16 - 4 15 35
1222 3 8 57 - 2 57 20
1223 3 8 20 - 4 8 19
1224 3 11 14 + 41 21 48
1225 3 8 47 - 4 6 6
1226 3 11 5 + 35 23 11
1227 3 11 8 + 35 19 31
1228 3 8 12 - 22 55 21
1229 3 8 11 - 22 57 38
1230 3 8 16 - 22 59 2
1231 3 6 29 - 15 34 9
1232 3 9 45 - 20 34 45
1232 3 10 2 - 20 35 58
1233 3 12 33 + 39 19 9
1234 3 9 39 - 7 50 45
1235 3 12 33 + 39 19 9
1236 3 11 28 + 10 48 32
1237 3 10 9 - 8 41 31
1238 3 10 53 - 10 44 51
1239 3 10 54 - 2 33 9
1240 3 13 27 + 30 30 27
1241 3 11 15 - 8 55 20
1242 3 11 19 - 8 54 11
1243 3 11 25 - 8 56 43
1244 3 6 31 - 66 46 33
1245 3 14 41 + 47 14 19
1246 3 7 2 - 66 56 18
1247 3 12 14 - 10 28 52
1248 3 12 48 - 5 13 29
1249 3 10 1 - 53 20 10
1250 3 15 21 + 41 21 20
1251 3 14 9 + 1 27 25
1252 3 10 44 - 57 45 30
1253 3 14 9 - 2 49 23
1253 3 14 24 - 2 48 4
1254 3 14 24 + 2 40 40
1255 3 13 32 - 25 43 28
1256 3 13 58 - 21 59 11
1257 3 16 60 + 41 31 46
1258 3 14 5 - 21 46 28
1259 3 17 17 + 41 23 8
1260 3 17 27 + 41 24 19
1261 3 12 15 - 55 12 59
1262 3 15 34 - 15 52 48
1263 3 15 40 - 15 5 54
1264 3 17 60 + 41 31 13
1265 3 18 16 + 41 51 28
1266 3 16 1 - 2 25 36
1267 3 18 45 + 41 28 3
1268 3 18 45 + 41 29 21
1269 3 17 18 - 41 6 26
1270 3 18 58 + 41 28 13
1271 3 19 11 + 41 21 13
1272 3 19 21 + 41 29 26
1273 3 19 27 + 41 32 24
1274 3 19 41 + 41 32 58
1275 3 19 48 + 41 30 41
1276 3 19 51 + 41 38 33
1277 3 19 51 + 41 34 27
1278 3 19 54 + 41 33 49
1279 3 19 59 + 41 28 47
1280 3 17 57 - 0 10 8
1281 3 20 6 + 41 37 47
1282 3 20 12 + 41 22 1
1283 3 20 16 + 41 23 55
1284 3 17 45 - 10 17 19
1285 3 17 53 - 7 17 51
1286 3 17 49 - 7 36 59
1287 3 18 33 - 2 43 50
1288 3 17 13 - 32 34 35
1289 3 18 50 - 1 58 23
1290 3 19 25 - 13 59 21
1291 3 17 18 - 41 6 26
1292 3 18 15 - 27 36 38
1293 3 21 36 + 41 23 36
1294 3 21 40 + 41 21 38
1295 3 20 3 - 13 59 52
1296 3 18 50 - 13 3 44
1297 3 19 14 - 19 6 0
1298 3 20 13 - 2 6 49
1299 3 20 10 - 6 15 43
1300 3 19 41 - 19 24 41
1301 3 20 35 - 18 42 57
1302 3 19 51 - 26 3 38
1303 3 20 41 - 7 23 39
1304 3 21 13 - 4 35 1
1305 3 21 23 - 2 18 59
1306 3 21 3 - 25 30 44
1307 3 21 13 - 4 35 1
1308 3 22 29 - 2 45 26
1309 3 22 6 - 15 24 0
1310 3 21 4 - 37 6 8
1311 3 20 7 - 52 11 14
1312 3 23 42 + 1 11 4
1313 3 18 16 - 66 29 43
1313 3 20 5 - 66 42 7
1314 3 22 41 - 4 11 11
1315 3 23 7 - 21 22 29
1316 3 23 38 - 36 54 14
1316 3 23 40 - 36 54 31
1316 3 24 58 - 37 0 33
1316 3 22 41 - 37 12 28
1317 3 22 44 - 37 6 12
1318 3 22 44 - 37 6 12
1319 3 23 57 - 21 31 38
1320 3 24 49 - 3 2 33
1321 3 24 49 - 3 0 55
1322 3 24 55 - 2 55 7
1323 3 24 56 - 2 49 18
1324 3 25 2 - 5 44 43
1325 3 24 26 - 21 32 35
1325 3 24 48 - 21 20 11
1326 3 23 56 - 36 27 51
1326 3 25 9 - 36 21 52
1326 3 25 20 - 36 23 4
1327 3 25 23 - 25 40 46
1328 3 25 39 - 4 7 28
1329 3 26 3 - 17 35 30
1330 3 29 4 + 41 40 32
1331 3 26 28 - 21 21 20
1332 3 26 17 - 21 20 4
1333 3 29 18 + 31 25 0
1334 3 30 2 + 41 49 57
1335 3 30 19 + 41 34 24
1336 3 26 32 - 35 42 48
1337 3 28 6 - 8 23 18
1338 3 28 54 - 12 9 11
1339 3 28 7 - 32 17 8
1340 3 28 20 - 31 4 5
1341 3 27 58 - 37 8 58
1342 3 31 38 + 37 22 36
1343 3 37 50 + 72 34 17
1344 3 28 20 - 31 4 5
1345 3 29 32 - 17 46 45
1346 3 30 13 - 5 32 35
1347 3 29 42 - 22 16 45
1347 3 29 41 - 22 17 27
1348 3 34 6 + 51 25 12
1349 3 31 27 + 4 22 53
1350 3 31 8 - 33 37 38
1351 3 30 35 - 34 51 12
1351 3 28 49 - 35 10 40
1352 3 31 33 - 19 16 40
1353 3 32 3 - 20 49 8
1354 3 32 29 - 15 13 15
1355 3 33 24 - 4 59 54
1356 3 30 41 - 50 18 33
1357 3 33 17 - 13 39 52
1358 3 33 40 - 5 5 20
1359 3 33 48 - 19 29 27
1360 3 33 15 - 25 52 16
1361 3 34 18 - 6 15 52
1362 3 33 53 - 20 16 56
1363 3 34 50 - 9 50 32
1364 3 34 59 - 9 50 20
1365 3 33 37 - 36 8 27
1366 3 33 54 - 31 11 36
1367 3 35 1 - 24 56 0
1368 3 34 59 - 15 39 20
1369 3 36 45 - 36 15 20
1370 3 35 14 - 20 22 24
1371 3 35 1 - 24 56 0
1372 3 36 60 - 15 52 54
1373 3 34 59 - 35 10 16
1374 3 35 17 - 35 13 33
1375 3 35 17 - 35 15 57
1376 3 37 6 - 5 2 34
1377 3 36 39 - 20 54 5
1378 3 35 58 - 35 12 40
1379 3 36 4 - 35 26 27
1380 3 36 28 - 34 58 31
1380 3 36 47 - 34 44 23
1380 3 37 9 - 35 11 44
1381 3 36 32 - 35 17 43
1382 3 37 9 - 35 11 44
1383 3 37 39 - 18 20 22
1384 3 39 14 + 15 49 10
1385 3 37 29 - 24 30 10
1386 3 36 46 - 35 59 56
1387 3 36 57 - 35 30 21
1388 3 38 12 - 15 53 58
1389 3 37 12 - 35 44 44
1390 3 37 52 - 19 0 27
1391 3 38 53 - 18 21 16
1392 3 37 30 - 37 8 5
1393 3 38 38 - 18 25 43
1394 3 39 7 - 18 17 32
1395 3 38 30 - 23 1 38
1396 3 38 7 - 35 26 23
1397 3 39 47 - 4 40 11
1398 3 38 52 - 26 20 14
1399 3 38 29 - 35 26 59
1400 3 39 31 - 18 41 17
1401 3 39 22 - 22 43 28
1402 3 39 30 - 18 31 37
1403 3 39 11 - 22 23 20
1404 3 38 52 - 35 35 34
1405 3 40 19 - 15 31 51
1406 3 39 23 - 31 19 20
1407 3 40 12 - 18 34 49
1408 3 39 20 - 35 31 30
1409 3 41 10 - 1 18 7
1410 3 41 11 - 1 17 55
1411 3 38 45 - 44 6 2
1412 3 40 29 - 26 51 43
1413 3 40 12 - 15 36 37
1414 3 40 57 - 21 42 48
1415 3 40 57 - 22 33 51
1416 3 41 3 - 22 43 9
1417 3 41 57 - 4 42 19
1418 3 42 16 - 4 43 54
1419 3 40 42 - 37 30 40
1420 3 42 40 - 5 51 8
1421 3 42 29 - 13 29 16
1422 3 41 31 - 21 40 51
1423 3 42 40 - 6 22 54
1424 3 43 14 - 4 43 49
1425 3 42 12 - 29 53 39
1426 3 42 49 - 22 6 28
1427 3 42 19 - 35 23 34
1427 3 40 9 - 35 37 24
1428 3 42 23 - 35 9 14
1429 3 44 4 - 4 43 5
1430 3 43 25 - 18 13 28
1431 3 44 41 + 2 50 8
1432 3 45 50 + 24 22 6
1433 3 42 1 - 47 13 19
1434 3 46 13 - 9 40 59
1435 3 46 10 + 23 45 54
1436 3 43 37 - 35 51 15
1437 3 43 2 - 36 16 23
1437 3 45 55 - 36 21 31
1437 3 43 37 - 35 51 15
1438 3 45 17 - 23 0 8
1439 3 44 50 - 21 55 13
1440 3 45 3 - 18 15 59
1441 3 45 43 - 4 5 30
1442 3 45 3 - 18 15 59
1443 3 45 53 - 4 3 8
1444 3 49 25 + 52 39 18
1445 3 44 56 - 9 51 21
1446 3 45 58 - 4 6 42
1447 3 45 47 - 9 1 6
1448 3 44 31 - 44 38 45
1449 3 46 3 - 4 8 17
1450 3 45 37 - 9 14 5
1450 3 45 36 - 9 13 58
1451 3 46 7 - 4 4 9
1452 3 45 22 - 18 37 59
1453 3 46 27 - 3 58 8
1454 3 45 59 - 20 39 6
1455 3 45 22 - 18 37 59
1456 3 48 8 + 22 33 30
1457 3 44 31 - 44 38 45
1458 3 45 3 - 18 15 59
1459 3 46 58 - 25 31 17
1460 3 46 14 - 36 41 48
1461 3 48 27 - 16 23 34
1462 3 50 23 + 6 58 23
1463 3 46 16 - 59 48 37
1464 3 51 24 - 15 24 8
1465 3 53 32 + 32 29 34
1466 3 44 33 - 71 40 18
1467 3 51 53 - 8 50 16
1468 3 52 13 - 6 20 55
1469 4 0 28 + 68 34 39
1470 3 52 10 - 9 0 0
1471 3 51 24 - 15 24 8
1472 3 53 47 - 8 34 5
1473 3 47 26 - 68 13 14
1474 3 54 30 + 10 42 25
1475 3 53 50 - 8 8 15
1476 3 52 9 - 44 31 56
1477 3 54 3 - 8 34 28
1478 3 54 7 - 8 33 18
1479 3 54 20 - 10 12 31
1480 3 54 32 - 10 15 30
1481 3 54 29 - 20 25 36
1482 3 54 39 - 20 30 7
1483 3 52 48 - 47 28 42
1484 3 54 17 - 36 58 15
1485 4 5 3 + 70 59 48
1486 3 56 19 - 21 49 15
1487 3 55 45 - 42 22 4
1488 4 0 5 + 18 34 0
1489 3 57 38 - 19 13 2
1490 3 53 34 - 66 1 5
1491 4 3 14 + 51 18 58
1492 3 58 13 - 35 26 45
1493 3 57 28 - 46 12 42
1494 3 57 43 - 48 54 34
1495 3 58 21 - 44 27 57
1496 4 4 32 + 52 39 41
1497 4 2 7 + 23 8 0
1498 4 0 19 - 12 1 10
1499 4 3 14 + 36 22 0
1500 3 58 14 - 52 19 42
1501 4 6 59 + 60 55 17
1502 4 7 49 + 62 19 54
1503 3 56 33 - 66 2 26
1504 4 2 30 - 9 20 6
1505 4 2 36 - 9 19 19
1506 4 0 22 - 52 34 24
1507 4 4 27 - 2 11 19
1508 4 5 48 + 25 24 33
1509 4 3 55 - 11 10 43
1510 4 3 33 - 43 23 59
1511 3 59 37 - 67 38 5
1511 4 0 20 - 67 48 26
1511 4 0 55 - 67 36 43
1512 4 3 54 - 43 20 56
1513 4 9 57 + 49 30 54
1514 4 9 17 + 30 46 35
1515 4 4 2 - 54 6 0
1515 4 3 50 - 54 6 47
1516 4 8 8 - 8 49 46
1516 4 8 8 - 8 50 5
1517 4 9 12 + 8 38 56
1518 4 6 49 - 21 10 46
1519 4 8 7 - 17 11 34
1520 3 57 51 - 76 48 20
1521 4 8 19 - 21 3 6
1522 4 6 8 - 52 40 10
1523 4 6 11 - 54 5 16
1524 4 8 8 - 8 49 46
1525 4 8 8 - 8 50 5
1526 4 5 12 - 65 50 24
1527 4 8 24 - 47 53 48
1528 4 15 19 + 51 12 42
1529 4 7 20 - 62 53 58
1530 4 23 27 + 75 17 40
1531 4 11 59 - 32 51 3
1532 4 12 4 - 32 52 23
1533 4 9 52 - 56 7 4
1534 4 8 46 - 62 47 50
1535 4 14 16 - 12 44 20
1536 4 11 0 - 56 28 57
1537 4 13 41 - 31 38 44
1538 4 14 56 - 13 11 29
1539 4 19 2 + 26 49 39
1539 4 19 3 + 26 49 46
1540 4 15 11 - 28 28 58
1540 4 15 10 - 28 28 46
1541 4 17 0 + 0 50 7
1542 4 17 14 + 4 46 55
1543 4 12 43 - 57 44 14
1544 5 2 36 + 86 13 22
1545 4 20 56 + 50 15 19
1546 4 14 37 - 56 3 37
1547 4 17 12 - 17 51 27
1548 4 20 50 + 36 53 55
1549 4 15 45 - 55 35 29
1550 4 19 38 + 2 24 34
1551 4 19 38 + 2 24 34
1552 4 20 18 - 0 41 33
1553 4 16 11 - 55 46 46
1554 4 21 44 + 19 31 16
1555 4 21 57 + 19 32 4
1556 4 17 45 - 50 9 51
1557 4 13 14 - 70 30 30
1558 4 20 16 - 45 1 52
1559 4 17 37 - 62 47 2
1560 4 32 48 + 71 52 46
1561 4 23 1 - 15 50 43
1562 4 21 48 - 15 45 19
1563 4 22 54 - 15 43 58
1564 4 23 1 - 15 44 20
1565 4 23 24 - 15 44 41
1566 4 20 1 - 54 56 14
1567 4 21 9 - 48 15 17
1568 4 24 21 - 0 44 17
1568 4 24 25 - 0 44 46
1569 4 30 49 + 64 50 53
1570 4 22 9 - 43 37 48
1571 4 22 9 - 43 37 48
1572 4 22 43 - 40 36 4
1573 4 35 4 + 73 15 47
1573 4 48 27 + 73 28 10
1574 4 21 59 - 56 58 28
1575 4 26 21 - 10 5 56
1576 4 26 19 - 3 37 15
1577 4 26 21 - 10 5 56
1578 4 23 47 - 51 35 58
1579 4 30 14 + 35 16 47
1580 4 28 18 - 5 10 45
1581 4 24 45 - 54 56 32
1582 4 31 39 + 43 44 36
1583 4 28 21 - 17 35 46
1584 4 28 10 - 17 31 26
1585 4 27 33 - 42 9 54
1586 4 30 38 - 0 18 19
1587 4 30 40 + 0 39 45
1588 4 30 44 + 0 39 55
1589 4 30 45 + 0 51 48
1590 4 31 10 + 7 37 51
1591 4 29 31 - 26 42 46
1592 4 29 41 - 27 24 29
1593 4 32 6 + 0 34 4
1594 4 30 52 - 5 47 52
1595 4 28 22 - 47 48 55
1596 4 27 38 - 55 1 35
1597 4 31 13 - 11 17 24
1598 4 28 33 - 47 46 57
1599 4 31 39 - 4 35 19
1600 4 31 40 - 5 5 14
1601 4 31 42 - 5 3 35
1602 4 27 54 - 55 3 24
1603 4 31 50 - 5 5 38
1604 4 31 59 - 5 22 10
1605 4 34 52 + 45 16 17
1606 4 32 3 - 5 1 55
1607 4 32 3 - 4 27 38
1608 4 32 6 + 0 34 4
1609 4 32 45 - 4 22 19
1610 4 32 45 - 4 34 55
1611 4 33 6 - 4 17 49
1612 4 33 13 - 4 10 19
1613 4 33 25 - 4 15 54
1614 4 33 60 - 8 34 45
1615 4 36 2 + 19 57 3
1616 4 32 42 - 43 42 54
1617 4 31 40 - 54 36 7
1618 4 36 7 - 3 8 55
1619 4 36 11 - 4 49 57
1620 4 36 37 - 0 8 39
1621 4 36 25 - 4 59 12
1622 4 36 37 - 3 11 18
1623 4 35 32 - 13 33 23
